,,02381,Achomitz,9613,20713,Hohenthurn
,,07628,Achtal,5222,40426,Munderfing
,,12638,Ackersberg,4872,41716,Neukirchen an der Vöckla
,,05763,Adeldorf,3143,31934,Pyhra
,,11625,Adelsgrub,4725,41417,St. Aegidi
,,07367,Adenberg,5144,40412,Handenberg
,,02134,Adenberg,9863,20632,Rennweg am Katschberg
,,08828,Adenbruck,4722,40835,Peuerbach
,,07909,Adenbrunn,5134,40442,Schwand im Innkreis
,,13002,Ader,4850,41743,Timelkam
,,03479,Aderklaa,2232,30801,Aderklaa
,,01746,Ading,9343,20531,Weitensfeld im Gurktal
,,05503,Adletzberg,3454,31912,Herzogenburg
,2015-09-30,08784,Adlhaming,4655,40720,Vorchdorf
,,12470,Adligen,4892,41708,Fornach
,,11883,Adlwang,4541,41501,Adlwang
,,15717,Admont,"8913, 8911, 8912",61253,Admont
,,02883,Admont,9121,20817,Völkermarkt
,,13606,Adnet,5421,50202,Adnet
,,13630,Adneter Riedl,5400,50205,Hallein
,,00664,Adriach,9560,21002,Feldkirchen in Kärnten
,,15011,Adriach,"8121, 8130",60663,Frohnleiten
,,09489,Adrischendorf,4715,40829,Taufkirchen an der Trattnach
,,11194,Adsdorf,4113,41332,St. Martin im Mühlkreis
,,08908,Aferhagen,4902,40806,Gaspoltshofen
,,01358,Affelsdorf,9063,20527,St. Veit an der Glan
,,12194,Affenberg,4204,41610,Haibach im Mühlkreis
,,16308,Affental,8160,61731,Naas
,,12084,Affetschlag,4190,41603,Bad Leonfelden
,,05646,Afing,3110,31925,Neidling
,,15620,Aflenz an der Sulm,8435,61045,Wagna
,,14344,Aflenz Kurort,"8621, 8623",62138,Aflenz
,,16499,Afling,"6176, 6175",70320,Kematen in Tirol
,,15602,Afram,8410,61059,Wildon
,,02257,Afritz,9542,20701,Afritz am See
2011-11-11,,17710,Afritz am See,9542,20701,Afritz am See
,,04821,Afterbach,3654,31535,Raxendorf
,,06944,Aggsbach,3911,32521,Rappottenstein
,2021-12-31,03366,Aggsbach,2564,30609,Furth an der Triesting
,2015-09-30,08785,Aggsbach,4655,40720,Vorchdorf
,,04945,Aggsbach-Dorf,3394,31542,Schönbühel-Aggsbach
,,04138,Aggsbach Markt,"3641, 3643",31301,Aggsbach
,,04946,Aggstein,3394,31542,Schönbühel-Aggsbach
,,10586,Aggstein,4743,41222,Peterskirchen
,,08504,Aglasberg,4273,40621,Unterweißenbach
,,13852,Aglassing,5113,50329,Sankt Georgen bei Salzburg
,,02266,Agoritschach,9601,20702,Arnoldstein
,,01071,Agsdorf,9554,21008,St. Urban
,,17284,Agsdorf-Gegend,9560,21002,Feldkirchen in Kärnten
,,01072,Agsdorf-Gegend,9554,21008,St. Urban
,,07855,Aham,"4963, 4962",40438,St. Peter am Hart
,,12398,Aham,4800,41703,Attnang-Puchheim
,,07993,Aham,4072,40501,Alkoven
,,10814,Ahorn,"4183, 4184",41345,Helfenberg
,,08633,Ahorn,4820,40703,Bad Ischl
,,06098,Ahornleiten,3282,32012,St. Georgen an der Leys
,,06334,Ahrenberg,3454,32132,Sitzenberg-Reidling
,,14451,Aibl,8552,60345,Eibiswald
,,07743,Aich,5233,40432,Pischelsdorf am Engelbach
,,15720,Aich,"8967, 8966",61254,Aich
,,15722,Aich,8943,61203,Aigen im Ennstal
,,03018,Aich,"9422, 9470",20913,St. Andrä
,,02186,Aich,9800,20635,Spittal an der Drau
,,12701,Aich,4865,41718,Nußdorf am Attersee
,,02301,Aich,9220,20725,Velden am Wörther See
,,07271,Aich,5143,40407,Feldkirchen bei Mattighofen
,,10481,Aich,4941,41214,Mehrnbach
,,00807,Aich,9073,20414,Köttmannsdorf
,,12030,Aich,4211,41601,Alberndorf in der Riedmark
,,00783,Aich,9560,21002,Feldkirchen in Kärnten
,,08578,Aich,4283,40627,Bad Zell
,,02596,Aich,9150,20801,Bleiburg
,,12914,Aich,4880,41734,St. Georgen im Attergau
,,02747,Aich,9102,20817,Völkermarkt
,,12800,Aich,4690,41725,Pitzenberg
,,01652,Aich,9300,20527,St. Veit an der Glan
,,01095,Aich,"9220, 9535",20432,Schiefling am Wörthersee
,,01747,Aich,9343,20531,Weitensfeld im Gurktal
,,01234,Aich,9330,20501,Althofen
,,02229,Aich,9852,20638,Trebesing
,,07358,Aich,5131,40411,Haigermoos
,,00697,Aich,9131,20409,Grafenstein
,,09490,Aich,4715,40829,Taufkirchen an der Trattnach
,,02517,Aichach,9711,20723,Stockenboi
,,00558,Aich an der Straße,9065,20402,Ebenthal in Kärnten
,,04483,Aichau,3652,31502,Artstetten-Pöbring
,,04919,Aichbach,3243,31539,St. Leonhard am Forst
,,14452,Aichberg,"8552, 8551",60345,Eibiswald
,,13288,Aichberg,4623,41808,Gunskirchen
,,10564,Aichberg,4974,41220,Ort im Innkreis
,,11773,Aichberg,4775,41426,Taufkirchen an der Pram
,,09884,Aichberg,4060,41012,Leonding
,,07080,Aichberg,4600,40301,Wels
,,03068,Aichberg,"9431, 9411",20923,Wolfsberg
,,04531,Aichberg,3122,31507,Dunkelsteinerwald
,,09861,Aichberg,4062,41010,Kirchberg-Thening
,,11813,Aichberg,4085,41428,Waldkirchen am Wesen
,,07438,Aichbichl,5251,40415,Höhnhart
,,15261,Aichdorf,8753,62007,Fohnsdorf
,,07558,Aicheck,5241,40420,Maria Schmolln
,,11774,Aichedt,4775,41426,Taufkirchen an der Pram
,,14509,Aichegg,8541,60349,Bad Schwanberg
,,16212,Aichegg,"8152, 8570",61624,Stallhofen
,,04689,Aichen,3240,31521,Mank
,,12702,Aichereben,4865,41718,Nußdorf am Attersee
,,12399,Aichet,4800,41703,Attnang-Puchheim
,,11732,Aichet,4762,41421,St. Willibald
,,08829,Aichet,4722,40835,Peuerbach
,,09491,Aichet,4715,40829,Taufkirchen an der Trattnach
,,13462,Aichet,4632,41816,Pichl bei Wels
,,10501,Aichet,4931,41215,Mettmach
,,10689,Aichet,4753,41231,Taiskirchen im Innkreis
,,07127,Aichet,4933,40402,Aspach
,,09171,Aichet bei Grub,4712,40815,Michaelnbach
,,09172,Aichet bei Kiesenberg,4712,40815,Michaelnbach
,,02035,Aichforst,9701,20635,Spittal an der Drau
,,13250,Aichham,4650,41806,Edt bei Lambach
,,01923,Aichhorn,9844,20610,Heiligenblut am Großglockner
,,13177,Aichkirchen,4671,41801,Aichkirchen
,,08707,Aichlham,4694,40713,Ohlsdorf
,,13463,Aichmühl,4632,41816,Pichl bei Wels
,,13075,Aierzelten,4870,41747,Vöcklamarkt
,,02467,Aifersdorf,9711,20720,Paternion
,,05467,Aigelsbach,"3202, 3150",31909,Hofstetten-Grünau
,,09296,Aigelsberg,4732,40821,Pollham
,,07776,Aigelsberg,4951,40433,Polling im Innkreis
,,13901,Aigelsbrunn,5204,50335,Straßwalchen
,,09065,Aigen,4720,40812,Kallham
,,06784,Aigen,3920,32508,Groß Gerungs
,,13289,Aigen,4623,41808,Gunskirchen
,,08188,Aigen,4612,40511,Scharten
,,12282,Aigen,4204,41610,Haibach im Mühlkreis
,,09297,Aigen,4710,40821,Pollham
,,08968,Aigen,4682,40807,Geboltskirchen
,,12371,Aigen,4843,41701,Ampflwang im Hausruckwald
,,06382,Aigen,3814,32212,Ludweis-Aigen
,,05884,Aigen,3144,31934,Pyhra
,2014-12-31,03197,Aigen,3324,30511,Euratsfeld
,,06620,Aigen,"2860, 2851, 2853",32314,Kirchschlag in der Buckligen Welt
,,09241,Aigen,4724,40817,Neukirchen am Walde
,,10722,Aigen,4911,41232,Tumeltsham
,,09050,Aigen,4716,40811,Hofkirchen an der Trattnach
,,12117,Aigen,4209,41605,Engerwitzdorf
,,10666,Aigen,4920,41229,Schildorn
,,07368,Aigen,5144,40412,Handenberg
,,01816,Aigen,9546,20601,Bad Kleinkirchheim
,,10565,Aigen,4974,41220,Ort im Innkreis
,,10502,Aigen,4931,41215,Mettmach
,,14785,Aigen,8354,62387,Sankt Anna am Aigen
,,12408,Aigen,4904,41704,Atzbach
,,15718,Aigen,8911,61253,Admont
,,14557,Aigen,8543,60347,Sankt Martin im Sulmtal
,,03386,Aigen,2561,30614,Hernstein
,,10732,Aigen,4972,41233,Utzenaich
,,00481,Aigen,9651,20307,Kötschach-Mauthen
,,09411,Aigen,4710,40825,St. Georgen bei Grieskirchen
,,13197,Aigen,4654,41803,Bad Wimsbach-Neydharting
,,13928,Aigen,5350,50336,Strobl
,,13251,Aigen,4650,41806,Edt bei Lambach
,,13400,Aigen,4625,41814,Offenhausen
,,04189,Aigen,3511,31309,Furth bei Göttweig
,,00377,Aigen,9620,20305,Hermagor-Pressegger See
,,07469,Aigen,5232,40417,Kirchberg bei Mattighofen
,,09437,Aigendorf,4707,40827,Schlüßlberg
,2016-12-13,03194,Aigenfließen,"4300, 4432",30509,Ernsthofen
,,15723,Aigen im Ennstal,8943,61203,Aigen im Ennstal
,,10824,Aigen im Mühlkreis,4160,41343,Aigen-Schlägl
,,11662,Aigerding,4782,41418,St. Florian am Inn
,,07439,Aigertsham,5251,40415,Höhnhart
,,11854,Aiglbrechting,4755,41430,Zell an der Pram
,,15724,Aiglern,8943,61203,Aigen im Ennstal
,,16763,Ainet,9951,70702,Ainet
,,07440,Ainetsreit,5251,40415,Höhnhart
,,07525,Ainhausen,5221,40419,Lochen am See
,,12949,Ainwalchen,4863,41739,Seewalchen am Attersee
,,13028,Ainwalding,4841,41744,Ungenach
,,14226,Aisdorf,5722,50615,Niedernsill
,,10264,Aiser,4311,41124,Schwertberg
,,10145,Aist,4332,41114,Naarn im Machlande
,,08391,Aist,4230,40614,Pregarten
,,10202,Aistbergthal,4312,41118,Ried in der Riedmark
,,09837,Aistental,4063,41007,Hörsching
,,09956,Aistental,4061,41017,Pasching
,,08812,Aistersheim,4676,40801,Aistersheim
,,10179,Aisthofen,4320,41116,Perg
,,10262,Aisting,4311,41124,Schwertberg
,,00531,Albeck Obere Schattseite,9571,21001,Albeck
,,00532,Albeck Untere Schattseite,9571,21001,Albeck
,2015-09-30,08786,Albenedt,4655,40720,Vorchdorf
,,10991,Albenödt,4154,41317,Kollerschlag
,,02518,Alberden,9713,20723,Stockenboi
,,06785,Albern,3920,32508,Groß Gerungs
,,00784,Albern,"9560, 9062",21002,Feldkirchen in Kärnten
,,01263,Albern,9572,20503,Deutsch-Griffen
,,10105,Albern,4310,41111,Mauthausen
,,11105,Albernberg,4144,41327,Pfarrkirchen im Mühlkreis
,,06464,Alberndorf,3820,32216,Raabs an der Thaya
,,03744,Alberndorf im Pulkautal,2054,31001,Alberndorf im Pulkautal
,,12031,Alberndorf in der Riedmark,4211,41601,Alberndorf in der Riedmark
,,17127,Alberschwende,6861,80201,Alberschwende
,,16220,Albersdorf,8200,61701,Albersdorf-Prebuch
,,01096,Albersdorf,9535,20432,Schiefling am Wörthersee
,,07586,Alberting,4962,40423,Mining
,,10292,Albertsedt,4754,41201,Andrichsfurt
,,10733,Albertsedt,4754,41233,Utzenaich
,,10324,Albertsham,4906,41204,Eberschwang
,,12679,Albertsham,4902,41717,Niederthalheim
,,08284,Albingdorf,4212,40607,Kefermarkt
,,03720,Albrechts,3961,30940,Waldenstein
,,07197,Albrechtsberg,"5261, 5270",40405,Burgkirchen
,,09284,Albrechtsberg,4720,40820,Pötting
,,04139,Albrechtsberg an der Großen Krems,3613,31302,Albrechtsberg an der Großen Krems
,,04684,Albrechtsberg an der Pielach,3382,31520,Loosdorf
,,12321,Albrechtschlag,4202,41623,Sonnberg im Mühlkreis
,,16468,Aldrans,"6071, 6073",70302,Aldrans
,,13128,Alexenau,4852,41749,Weyregg am Attersee
,,11410,Alfersham,4776,41404,Diersbach
,,09885,Alharting,4060,41012,Leonding
,,07198,Alharting,5274,40405,Burgkirchen
,,03387,Alkersdorf,2561,30614,Hernstein
,,12915,Alkersdorf,4880,41734,St. Georgen im Attergau
,,07994,Alkoven,4072,40501,Alkoven
,,13349,Alkrucken,4631,41810,Krenglbach
,,16764,Alkus,9951,70702,Ainet
,,15603,Alla,8413,61055,Sankt Georgen an der Stiefing
,,03352,Alland,"2500, 2534",30601,Alland
,,01855,Allas,9843,20605,Großkirchheim
,,04259,Allentsgschwendt,3522,31324,Lichtenau im Waldviertel
,,06738,Allentsteig,3804,32501,Allentsteig
,,11663,Allerding,4782,41418,St. Florian am Inn
,,15313,Allerheiligen,"8761, 8753",62043,Pöls-Oberkurzheim
,,11740,Allerheiligen,4780,41422,Schärding
,,15428,Allerheiligen bei Wildon,"8412, 8410, 8081",61001,Allerheiligen bei Wildon
,,15314,Allerheiligengraben,8753,62043,Pöls-Oberkurzheim
,,10012,Allerheiligen im Mühlkreis,4320,41101,Allerheiligen im Mühlkreis
,,15904,Allerheiligen im Mürztal,8643,62141,Kindberg
,,11195,Allersdorf,4113,41332,St. Martin im Mühlkreis
,,11042,Allersdorf,4174,41323,Niederwaldkirchen
,,15284,Allersdorf,"8741, 8740",62048,Weißkirchen in Steiermark
,,03046,Allersdorf,9470,20914,St. Georgen im Lavanttal
,,00314,Allersdorf im Burgenland,7461,10926,Weiden bei Rechnitz
,,00315,Allersgraben,7461,10926,Weiden bei Rechnitz
,,09784,Allhaming,4511,41001,Allhaming
,,03171,Allhartsberg,3365,30501,Allhartsberg
,,12294,Allhut,4193,41620,Reichenthal
,,07393,Alm,5270,40413,Helpfau-Uttendorf
,,13724,Alm,5324,50311,Faistenau
,,12855,Alm,4845,41731,Regau
,,14195,Alm,5761,50612,Maria Alm am Steinernen Meer
2010-11-08,,17665,Almblick,4274,40619,Schönau im Mühlkreis
,,14251,Almdorf,5760,50619,Saalfelden am Steinernen Meer
,,13542,Almegg,4652,41821,Steinerkirchen an der Traun
,,17516,Almen,6335,70527,Thiersee
,,01577,Almen,2853,32302,Bad Schönau
,,05691,Almerberg,3052,31927,Neustift-Innermanzing
,,05657,Almersberg,3040,31926,Neulengbach
,,12032,Almesberg,4211,41601,Alberndorf in der Riedmark
,,11216,Almesberg,4170,41333,St. Oswald bei Haslach
,,06763,Almosen,3811,32505,Göpfritz an der Wild
,,16633,Alpbach,6236,70501,Alpbach
,,05225,Alpeltal,2880,31814,Kirchberg am Wechsel
,,00665,Alpen,9560,21002,Feldkirchen in Kärnten
,,13971,Alpfahrt,5500,50404,Bischofshofen
,,15958,Alpl,8692,62144,Neuberg an der Mürz
,,15922,Alpl,"8670, 8671",62115,Krieglach
,,17183,Altach,6844,80401,Altach
,,10203,Altaist,4312,41118,Ried in der Riedmark
,,05658,Alt-Anzing,3040,31926,Neulengbach
,,08154,Altau,4070,40509,Pupping
,,15737,Altaussee,8992,61204,Altaussee
,,06390,Alt-Dietmanns,3813,32202,Dietmanns
,,07777,Altenaichet,4951,40433,Polling im Innkreis
,,15519,Altenbach,"8454, 8455",61024,Oberhaag
,,14949,Altenberg,8151,60665,Hitzendorf
,,08872,Altenberg,4724,40804,Eschenau im Hausruckkreis
,,15910,Altenberg,"8694, 8691, 8692",62144,Neuberg an der Mürz
,,12390,Altenberg,4864,41702,Attersee am Attersee
2009-01-01,,17637,Altenberg,"8295, 8230",62244,Sankt Johann in der Haide
,,15612,Altenberg,8434,61043,Tillmitsch
,,06256,Altenberg,3422,32142,St. Andrä-Wördern
,,12059,Altenberg bei Linz,4203,41602,Altenberg bei Linz
,,12283,Altenbergerstraße,4204,41610,Haibach im Mühlkreis
,2006-12-31,05910,Altenburg,3150,31947,Wilhelmsburg
,,10281,Altenburg,4322,41126,Windhaag bei Perg
,,03897,Altenburg,3591,31101,Altenburg
,,04960,Altendorf,3242,31551,Texingtal
,,11264,Altendorf,4152,41338,Sarleinsbach
,,02858,Altendorf,9133,20815,Sittersdorf
,,03087,Altendorf,9411,20923,Wolfsberg
,,11708,Altendorf,4793,41420,St. Roman
,,15359,Altendorf,8733,62045,Sankt Marein-Feistritz
,,05169,Altendorf,2632,31801,Altendorf
,,10828,Altenfelden,4121,41304,Altenfelden
,,02621,Altenhaus,4224,40624,Wartberg ob der Aist
,,04322,Altenhof,3564,31355,Schönberg am Kamp
,,06128,Altenhof,3261,32014,Steinakirchen am Forst
,,13994,Altenhof,5622,50410,Goldegg
,,11106,Altenhof,4142,41327,Pfarrkirchen im Mühlkreis
,,09492,Altenhof,4715,40829,Taufkirchen an der Trattnach
,,08909,Altenhof am Hausruck,4674,40806,Gaspoltshofen
,,04844,Altenhofen,3243,31539,St. Leonhard am Forst
,,04690,Altenhofen,3240,31521,Mank
,2014-12-31,03290,Altenhofen,4300,30531,St. Valentin
,,11265,Altenhofen,4150,41338,Sarleinsbach
,,05025,Altenmarkt,2154,31611,Gaubitsch
,,02022,Altenmarkt,9813,20643,Lurnfeld
,,01362,Altenmarkt,9345,20506,Glödnitz
,,01748,Altenmarkt,9345,20531,Weitensfeld im Gurktal
,2019-07-07,05982,Altenmarkt,3281,32006,Oberndorf an der Melk
,,02717,Altenmarkt,9112,20808,Griffen
,,14627,Altenmarkt,"8551, 8552",60351,Wies
,,03357,Altenmarkt an der Triesting,2571,30602,Altenmarkt an der Triesting
,,14828,Altenmarkt bei Fürstenfeld,8280,62267,Fürstenfeld
,,14779,Altenmarkt bei Riegersburg,8333,62386,Riegersburg
,,15742,Altenmarkt bei Sankt Gallen,8934,61205,Altenmarkt bei Sankt Gallen
,,13951,Altenmarkt im Pongau,5541,50401,Altenmarkt im Pongau
,,03752,Altenmarkt im Thale,2031,31022,Hollabrunn
,2010-11-07,05930,Altenreith,3292,32001,Gaming
,,10311,Altenried,"4910, 4971",41203,Aurolzmünster
,,12831,Altensam,4800,41728,Pühret
,,10913,Altenschlag,4184,41345,Helfenberg
,,12335,Altenschlag,4184,41628,Vorderweißenbach
,,11334,Altenseng,4721,41401,Altschwendt
,,06236,Altenwörth,3474,32114,Kirchberg am Wagram
,,07470,Alterding,5232,40417,Kirchberg bei Mattighofen
,,16380,Alterilz,8160,61751,Thannhausen
,,08673,Alte Rosenau,4707,40827,Schlüßlberg
,,02230,Altersberg,9852,20638,Trebesing
,,02350,Altfinkenstein,9582,20711,Finkenstein am Faaker See
,,01653,Altglandorf,9300,20527,St. Veit an der Glan
,,14422,Alt-Hadersdorf,"8644, 8652",62128,Sankt Lorenzen im Mürztal
,,02215,Althaus,9753,20637,Steinfeld
,,07272,Altheim,5143,40407,Feldkirchen bei Mattighofen
,,07112,Altheim,4950,40401,Altheim
,,12200,Althellmonsödt,4202,41611,Hellmonsödt
,,00276,Althodis,7464,10913,Markt Neuhodis
,,01235,Althofen,9330,20501,Althofen
,,00698,Althofen,9131,20409,Grafenstein
,,16031,Althofen,"8842, 8843",61425,St. Peter am Kammersberg
,,05045,Althöflein,2143,31617,Großkrut
,,04572,Althöllersberg,5222,40426,Munderfing
,,15788,Altirdning,8952,61257,Irdning-Donnersbachtal
,,15801,Altlassing,8903,61222,Lassing
,,05357,Altlengbach,3033,31901,Altlengbach
,,12608,Alt Lenzing,4860,41713,Lenzing
,,12241,Altlichtenberg,4040,41614,Lichtenberg
,,05003,Altlichtenwarth,2144,31601,Altlichtenwarth
2007-01-01,,17581,Altmanning,4661,40715,Roitham am Traunfall
,,05005,Altmanns,2151,31603,Asparn an der Zaya
,,03582,Altmanns,3860,30916,Heidenreichstein
2010-11-08,,17552,Altmannsdorf,4751,41405,Dorf an der Pram
,,05764,Altmannsdorf,"3100, 3104",30201,St. Pölten
,,10690,Altmannsdorf,4753,41231,Taiskirchen im Innkreis
,,06919,Altmelon,3925,32519,Altmelon
,,08593,Altmünster,"4814, 4810, 4813",40701,Altmünster
,,03586,Alt-Nagelberg,3871,30903,Brand-Nagelberg
,,16104,Altneudörfl,"8490, 8492",62376,Bad Radkersburg
,,00943,Alt-Ossiach,9570,21006,Ossiach
,2014-12-31,09696,Altpernstein,"4560, 4563",40908,Micheldorf in Oberösterreich
,,06930,Altpölla,3593,32520,Pölla
,,05129,Alt-Prerau,2164,31653,Wildendürnbach
,,14950,Altreiteregg,8151,60665,Hitzendorf
,,05004,Altruppersdorf,2135,31644,Poysdorf
,,13818,Altsberg,5151,50325,Nußdorf am Haunsberg
,,00302,Altschlaining,7461,10923,Stadtschlaining
,,11335,Altschwendt,4721,41401,Altschwendt
,,10602,Altsommerau,4925,41223,Pramet
,,16511,Altstadt,6143,70370,Matrei am Brenner
,,06523,Altwaidhofen,3830,32220,Waidhofen an der Thaya
,,13003,Altwartenburg,4850,41743,Timelkam
,,13060,Altwartenburg,4850,41746,Vöcklabruck
,,04196,Altweidling,3494,31310,Gedersdorf
,,03712,Altweitra,3970,30939,Unserfrau-Altweitra
,,03584,Amaliendorf,3872,30902,Amaliendorf-Aalfang
2009-01-01,,17621,Am Anger,5121,40443,Tarsdorf
,,16245,Amassegg,8616,61711,Gasen
,,05920,Ambach,3124,31948,Wölbling
2019-07-08,,17831,Am Bäckerberg,4732,40826,St. Thomas
,,01905,Amberg,9761,20609,Greifenburg
,,02375,Amberg,9712,20712,Fresach
,,12177,Amberg,"4201, 4100",41609,Gramastetten
,,12118,Amberg,4209,41605,Engerwitzdorf
,,07587,Amberg,4962,40423,Mining
2010-11-08,,17666,Am Berg,4274,40619,Schönau im Mühlkreis
2010-11-08,,17650,Am Berg,4240,40609,Lasberg
,,00762,Am Bühel,4343,41112,Mitterkirchen im Machland
,,10261,Am Dachsberg,4311,41124,Schwertberg
,,02753,Am Edhügel,4115,41316,Kleinzell im Mühlkreis
,,05112,Ameis,2141,31649,Staatz
,,07495,Ameisberg,5211,40418,Lengau
,,00963,Ameisbichl,9130,20425,Poggersdorf
,,00923,Ameisbichl,9062,20421,Moosburg
,,06043,Ameishaufen,3251,32008,Purgstall an der Erlauf
,,06261,Ameistal,3701,32110,Großweikersdorf
,,11838,Amelreiching,4784,41429,Wernstein am Inn
,,03912,Amelsdorf,3713,31103,Burgschleinitz-Kühnring
,,17469,Amering,8742,62042,Obdach
,,11027,Amersdorf,4133,41322,Niederkappel
,,10027,Amesbach,4342,41103,Baumgartenberg
,,06129,Amesbach,3261,32014,Steinakirchen am Forst
,,13401,Amesberg,4625,41814,Offenhausen
,,12336,Amesberg,4190,41628,Vorderweißenbach
,,11107,Amesedt,4144,41327,Pfarrkirchen im Mühlkreis
,,03244,Amesleiten,3364,30520,Neuhofen an der Ybbs
,,08458,Amesreith,4271,40618,St. Oswald bei Freistadt
,,12337,Amesschlag,"4190, 4191",41628,Vorderweißenbach
,,12248,Amesschlag,4181,41615,Oberneukirchen
2007-01-01,2016-02-03,17547,Am Hübl,4191,41625,Vorderweißenbach
,,13386,Aming,4671,41813,Neukirchen bei Lambach
,,13464,Am Irrach,4632,41816,Pichl bei Wels
,,08674,Am Kröpflmühlerberg,4707,40827,Schlüßlberg
,,01906,Amlach,9761,20609,Greifenburg
,,16766,Amlach,9908,70703,Amlach
,,17327,Am Landlberg,4840,41724,Pilsbach
,,06633,Amlos,2813,32317,Lichtenegg
,,16469,Ampass,6070,70303,Ampass
,,10431,Ampfenham,4932,41211,Kirchheim im Innkreis
,,12372,Ampflwang,4843,41701,Ampflwang im Hausruckwald
,,17372,Am Putzenhof,9843,20605,Großkirchheim
,,16399,Amras,6020,70101,Innsbruck
,2014-12-31,04799,Am Rechen,3380,31533,Pöchlarn
2015-01-01,,17739,Am Reitern,3681,31511,Hofamt Priel
2018-01-01,,17807,Am Schuß,3653,31546,Weiten
2011-11-11,,17704,Am Sonnenhang,4364,41122,St. Thomas am Blasenstein
,2020-03-29,00379,Am Sportplatz,4906,41204,Eberschwang
,,01032,Am Stadion,4911,41232,Tumeltsham
,,04362,Amstall,3622,31330,Mühldorf
,,16315,Amstein,"8102, 8162",61763,Passail
,,03175,Amstetten,"3311, 3300",30502,Amstetten
,2014-12-31,06032,Am Sulzbichl,3214,32007,Puchenstuben
2010-11-08,,17675,Am Teich,3663,31534,Pöggstall
,,17300,Am Teller,9071,20414,Köttmannsdorf
,,17393,Am Tschiernock,9871,20634,Seeboden am Millstätter See
,,00142,Andau,7163,10701,Andau
,,17128,Andelsbuch,6866,80202,Andelsbuch
2007-12-24,,05972,An der Fernstraße,4770,41402,Andorf
,,03675,Anderlfabrik,3943,30935,Schrems
2007-01-01,2020-03-29,17570,An der Malzmühle,4906,41204,Eberschwang
,,04405,Andersbach,3192,31404,Hohenberg
,,03047,Andersdorf,9423,20914,St. Georgen im Lavanttal
,,11686,Andiesen,4774,41419,St. Marienkirchen bei Schärding
,,03480,Andlersdorf,2301,30802,Andlersdorf
,,09033,Andling,4733,40810,Heiligenberg
,,11344,Andorf,4770,41402,Andorf
,,01386,Andreaskreuz,9376,20511,Hüttenberg
,,08119,Andrichsberg,4731,40508,Prambachkirchen
,,10293,Andrichsfurt,4754,41201,Andrichsfurt
,,10325,Anetsham,4906,41204,Eberschwang
,,07806,Anferding,5144,40435,St. Georgen am Fillmannsbach
,,16634,Angath,6321,70502,Angath
,,03610,Angelbach,3972,30910,Bad Großpertholz
,,07471,Angelberg,5232,40417,Kirchberg bei Mattighofen
,,14531,Angenofen,8510,60350,Stainz
,,15200,Anger,8244,62247,Schäffern
,,13725,Anger,5324,50311,Faistenau
,2009-07-08,12007,Anger,3335,41522,Weyer
,,16225,Anger,8184,61756,Anger
,,06087,Anger,"3214, 3292, 3283",32011,St. Anton an der Jeßnitz
,,12178,Anger,4201,41609,Gramastetten
,,13954,Anger,5630,50402,Bad Hofgastein
,,03691,Anger,3971,30932,St. Martin
,,15747,Anger,8990,61207,Bad Aussee
,,16713,Angerberg,6320,70528,Angerberg
,2019-12-04,03172,Angerholz,3365,30501,Allhartsberg
